ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-11-24,3611655.0399993034,81657.49267142237,1809743.492319207,125855.26919391764,-161766.8531210493,0.0,28.0,0.0
2021-11-25,1164443.9999999772,63989.408044881646,1808537.9845495475,25638.03980300969,21865.15576595039,0.0,46.0,0.0
2021-11-26,1186152.3200000958,48530.81781927656,1807332.4767798888,-77982.77165689417,127939.5310527916,0.0,65.0,0.0
2021-11-27,1319419.8399999263,35901.76450567408,1806126.9690102292,-129384.9827724304,238995.1637631064,0.0,41.0,0.0
2021-11-28,1433279.0400000159,26663.849679279763,1804921.46124057,-105261.04039716836,86474.95693575508,0.0,58.0,0.0
2021-11-29,1470726.7199999639,21303.856646196764,1803715.9534709111,-30637.13674350446,-151509.33272881398,0.0,59.0,0.0
2021-11-30,1571838.3999999878,20219.042521549563,1802510.445701252,40405.45525370728,-161998.6216682086,0.0,35.0,0.0
2021-12-01,1575212.960000003,23704.523367510817,1801304.9379315926,63703.269397016586,-161766.85312138093,0.0,51.0,0.0
2021-12-02,1778400.4799997245,31943.12471340082,1800099.4301619336,32984.36452325894,21865.155766128093,0.0,67.0,0.0
2021-12-03,1832194.7199999914,44998.00764604103,1798893.9223922745,-23075.95520792362,127939.53105294876,0.0,79.0,0.0
2021-12-04,2037056.6400000462,62808.30933208507,1797688.414622615,-68259.37757855559,238995.163763026,0.0,47.0,0.0
2021-12-05,1941240.4800000426,85187.9582133981,1796482.906852956,-85576.5499170474,86474.95693564466,0.0,89.0,0.0
2021-12-06,1725669.759999915,111827.74030433316,1795277.399083297,-82609.53524990688,-151509.33272876366,0.0,51.0,0.0
2021-12-07,1601609.6000000087,142300.60629023527,1794071.8913136378,-75859.04369331244,-161998.62166812675,0.0,102.0,0.0
2021-12-08,1586094.720000052,176070.1218422069,1792866.3835439784,-72314.08413976456,-161766.853121297,0.0,126.0,0.0
2021-12-09,2027978.0799999128,212501.8781289615,1791660.8757743193,-65478.71688413996,21865.155766213906,0.0,96.0,0.0
2021-12-10,2143677.280000097,250877.59827608883,1790455.3680046604,-46611.415352681935,127939.53105310588,0.0,84.0,0.0
2021-12-11,2264296.6400000355,290411.6007744576,1789249.8602350012,-17176.445306139536,238995.16376332636,0.0,72.0,0.0
2021-12-12,2250846.239999791,330269.2146532998,1788044.3524653418,10723.949363282343,86474.9569364597,0.0,75.0,0.0
2021-12-13,2023484.7999998499,369586.6854963773,1786838.8446956826,25356.527932042605,-151509.33272871329,0.0,85.0,0.0
2021-12-14,1826122.7199999306,407492.06767986267,1785633.3369260237,25432.43503211068,-161998.6216682096,0.0,54.0,0.0
2021-12-15,1930141.5999998944,443126.5678213832,1784427.8291563643,18965.096605483966,-161766.85312123378,0.0,116.0,0.0
2021-12-16,2285629.5999998692,475665.7882617759,1783222.3213867052,13476.260991799098,21865.155766299704,0.0,50.0,0.0
2021-12-17,2674476.7999996333,504340.3179787343,1782016.8136170458,9499.245076732288,127939.53105307667,0.0,114.0,0.0
2021-12-18,2714677.1199994306,528455.1317727041,1780811.3058473868,5018.509785416119,238995.16376300209,0.0,103.0,0.0
2021-12-19,2481766.23999965,547407.2865798484,1779605.7980777277,5091.252227665651,86474.95693609613,0.0,32.0,0.0
2021-12-20,2630000.319999639,560701.4456649609,1778400.2903080685,23227.11937366233,-151509.33272908744,416706.9565920429,118.0,0.0
2021-12-21,2916296.9599994957,567962.816149876,1777194.7825384096,68624.54750033196,-161998.6216681631,0.0,62.0,0.0
2021-12-22,3632347.6799988723,568947.1514093841,1775989.2747687502,129597.3522228269,-161766.8531211706,0.0,263.5,0.0
2021-12-23,5653554.559998333,563547.5455630354,1774783.766999091,171616.4579849484,21865.15576579773,0.0,564.73463,0.0
2021-12-24,4362032.799998296,551797.8305925855,1773578.259229432,157979.14310649992,127939.53105342016,0.0,280.27945,0.0
2021-12-25,95131.67999999764,533872.475279511,1772372.7514597727,79881.56262392302,238995.1637631656,0.0,169.1009,0.0
2021-12-26,1314278.880000041,510082.9768023079,1771167.2436901135,-29571.36796929538,86474.95693598576,0.0,323.69309000000004,0.0
2021-12-27,1600476.1600000062,480870.8279780636,1769961.7359204544,-112784.43126925628,-151509.3327290371,-395223.0857463828,445.1093000000001,0.0
2021-12-28,1766396.320000043,446797.233285002,1768756.2281507952,-126269.60881709644,-161998.62166833997,0.0,37.3,0.0
2021-12-29,2163059.839999861,408529.8325126367,1767550.720381136,-71129.61975817528,-161766.8531211074,0.0,0.0,0.0
2021-12-30,3196094.7199989483,366826.769830064,1766345.212611477,8779.613409919019,21865.15576597543,0.0,0.0,0.0
2021-12-31,4272215.03999811,322518.5160874658,1765139.704841818,59433.1037484766,127939.53105339098,0.0,0.0,0.0
2022-01-01,1303890.2400000393,276487.91137129976,1763934.1970721586,53868.77504583395,238995.16376308523,0.0,5.0,0.0
2022-01-02,1821003.8400000266,229648.94160762188,1762728.6893024994,5649.692111867902,86474.95693587534,0.0,5.0,0.0
2022-01-03,1531380.4800000018,182924.79607194016,1761523.1815328405,-48732.262781116064,-151509.3327285734,0.0,0.0,0.0
2022-01-04,1667709.7600000547,137225.7711349281,1760317.673763181,-80388.58502134129,-161998.62166816412,0.0,0.0,0.0
2022-01-05,1871979.2000001124,93427.58893276476,1759112.165993522,-85549.22399071477,-161766.85312102342,0.0,0.0,0.0
2022-01-06,1881065.1199997603,52350.687834033895,1757906.658223863,-78906.9990784094,21865.15576596933,0.0,0.0,0.0
2022-01-07,1825397.7600000699,14741.014893859754,1756701.1504542038,-73858.28442536513,127939.53105336174,0.0,25.0,0.0
2022-01-08,2082983.039999904,-18747.190308881374,1755495.6426845444,-69984.32049965713,238995.16376314164,0.0,180.0,0.0
2022-01-09,1735719.8400001798,-47566.1848539168,1754290.1349148853,-57776.97203884047,86474.95693576493,0.0,235.0,0.0
2022-01-10,1745037.6000000515,-71286.714400768,1753084.6271452263,-32611.003462897923,-151509.33272873535,0.0,187.5,0.0
2022-01-11,1564459.9999999956,-89606.91262270459,1751879.119375567,-2133.967695777014,-161998.62166824692,0.0,145.0,0.0
2022-01-12,1615619.3599999892,-102357.89565834144,1750673.6116059078,20074.937328066,-161766.85312096024,0.0,145.0,0.0
2022-01-13,2275509.599999347,-109505.92724198988,1749468.1038362486,26833.158658603046,21865.155766147047,0.0,140.0,0.0
2022-01-14,2424704.1599997007,-111151.12134832614,1748262.5960665897,22411.641473183823,127939.53105288705,0.0,150.0,0.0
2022-01-15,2549239.0399998063,-107522.74090050616,1747057.0882969303,15898.804542366506,238995.1637630613,0.0,140.0,0.0
2022-01-16,1524727.039999943,-98971.24085770117,1745851.5805272711,11484.59978225067,86474.95693540137,0.0,95.0,0.0
